Unique_Id_Transaction,Id_ Clients,ItemQty,ItemPrice,Date,Item_Name,Customer_Type, avg_sales_amount,Avg_convertion_Rate, avg_QTY,avg_Traffic,Traffic_Per_day,Tasa de mortalidad (x cada 1.000 habitantes),Índice de pobreza multidimensional - IPM,Tasa de mortalidad infantil en menores de 5 años ,Mortalidad por desnutrición en menores de 5 años,Población total,Penetración de banda ancha,Porcentaje de personas ocupadas formalmente con respecto a la población total,Densidad poblacional,Cobertura de energía eléctrica rural,Inversión - Salud,Inversión - Vivienda,Cobertura de vacunación DPT,Afiliados al SGSSS,Tasa de homicidios de mujeres (x cada 100.000 mujeres) ,Tasa de presuntos delitos sexuales (x cada 100.000 habitantes),Tasa de homicidios de hombres (x cada 100.000 hombres) ,Número acumulado de personas víctimas de minas antipersona
430,17446,5,122,3/25/2018,Nike Air Force 1 Low By You,Tech Savy,50.77,50.77,1.18,47.54,182,3.51,34.6,47.62,,2614,0.9,6.21,6.99,99.77,1667734367,0,85.2,1937,,29.33,,11
431,17486,2,280,3/25/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Tech Savy,51.67,51.67,0.67,49.92,1171,7.51,31.3,9.57,,21691,7.58,5.15,55.19,99.85,12820627131,36509655,88.7,17157,0,61.81,24.64,0
432,17495,5,352,3/25/2018,Nike Blazer Low '77 By You,Tech Savy,48.04,48.04,5.18,45.21,953,6.75,41.4,34.09,119.47,6295,10.41,9.19,27.85,98.43,4545560288,305630000,83.9,5529,32.28,15.82,0,6
433,17513,6,338,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,51.44,51.44,0.31,49.65,1124,5.1,33.3,18.35,,15743,5.76,8.66,55.63,99.79,9815680102,36152420,87.1,12190,17.76,17.13,82.74,7
434,17524,6,313,3/25/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,49.51,49.51,10.08,47.68,182,4.87,30.1,18.87,52.85,16109,7.58,6.95,135.37,100,8054504448,30196683,104.7,9696,0,33.87,89.41,0
435,17541,2,285,3/25/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,51.37,51.37,0.42,48.54,199,6.57,37.3,16.76,,20295,5.94,4.92,35.42,99.79,14424212677,99201675,93.7,16730,0,7.59,7.35,13
436,17614,2,303,3/25/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,50.11,50.11,75.57,47.48,262,6.33,29.3,13.01,19.13,53386,7.33,7.02,126.51,99.61,44002836480,53904618,92.2,47400,0,12.84,29.78,10
437,17616,2,196,3/25/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,52.4,52.4,10.04,50.58,274,5.64,39.4,19.23,,10857,7.71,10.33,107.5,99.95,8076823040,26267805,72.4,9403,0,73.91,40.3,1
438,17653,6,311,3/25/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,51.41,51.41,0.14,48.72,1175,8.2,28.7,12.12,55.74,19923,7.76,12.32,48.47,99.42,11363902488,243604115,108.3,14963,0,55.16,22.54,3
439,17662,4,149,3/25/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Tech Savy,49.52,49.52,0.15,47.56,761,5.62,39.9,15.23,38.55,20513,2.73,4.54,25.77,98.69,15921126400,188267119,67.6,17495,0,11.64,7.44,94
440,17665,3,202,3/25/2018,Converse Custom Chuck Taylor All Star High Top,Tech Savy,47.79,47.79,15.01,45.97,476,6.36,39.9,44.44,,5050,0.63,3.57,82.79,99.43,3668254976,62044864,85.5,4059,0,52.71,26.51,0
441,17777,6,326,3/25/2018,Nike Air Max 95 Unlocked By You,Tech Savy,49.47,49.47,43.86,46.59,410,5.31,31.3,3.4,42.18,30171,7.21,9.08,243.31,99.92,19696193536,178287277,95.9,26673,14.47,37.16,45.86,2
442,17867,6,150,3/25/2018,Nike Air Huarache By You Valentine's Day,Tech Savy,48.91,48.91,1.16,47.74,963,4.97,34.9,23.26,,10634,6.12,6.89,18.43,99.58,5842934272,41038916,95,6745,23.87,12.02,0,0
443,17873,6,154,3/25/2018,Nike Air Huarache By You,Tech Savy,55.46,55.46,0.47,53.63,161,4.46,17,10.25,22.84,69285,19.47,6.76,144.34,99.57,15240493456,112849600,92,28733,3.35,55.77,29.09,0
444,17877,5,122,3/25/2018,Nike Air Force 1 High Unlocked By You,Tech Savy,50.55,50.55,1.71,50.13,408,7.59,26,8.77,82.71,13204,18.29,9.35,108.23,99.09,7007803904,235433279,117.2,11284,0,8.04,50.39,0
445,18001,1,259,3/25/2018,Nike Air Max 90 By You,Tech Savy,51.76,51.76,3.9,50.73,815,5.69,29.6,10.55,5.85,178640,13.76,21.99,77.94,92.4,1.00668E+11,419583332,78.1,171412,4.49,67.27,57.99,88
446,18029,2,227,3/25/2018,Nike Air Max 90 Unlocked By You,Tech Savy,45.79,45.79,5.58,45.7,1029,5.79,38.8,13.16,,4538,0.48,14.17,10.88,94.85,4108628113,16500000,67.4,4584,,31.09,,0
447,18094,2,137,3/25/2018,Nike Air Force 1 High By You,Tech Savy,44.88,44.88,2.97,43.94,383,3.42,50,59.26,62.27,11542,0.16,3.43,10.54,79.19,8278933301,67620482,80.3,9116,0,34.48,17.56,7
448,18150,4,348,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day,Tech Savy,48.11,48.11,3.16,47.79,529,2.96,63.3,23.85,21.38,32164,0.05,3.21,2.44,26.05,25324343296,0,67.5,29976,5.94,44.24,29.26,64
449,18205,4,176,3/25/2018,Nike Pegasus 39 By You,Tech Savy,46.3,46.3,4.21,43.23,693,3.77,55.4,14.93,70.42,8025,0.28,3.17,17.48,91.96,2715177103,66129010,66.7,9274,0,85.2,16.65,6
450,18247,2,123,3/25/2018,Nike Air Force 1 Low Unlocked By You,Tech Savy,49.89,49.89,2.28,49.29,832,3.64,44.3,3.51,42.74,19907,1.45,5.77,19.38,62.75,16727070870,20280281,79.3,19348,0,54.1,45.35,15
451,18256,2,369,3/25/2018,Nike Air Force 1 Low By You,Tech Savy,48.5,48.5,0.71,47.39,587,3.73,45.5,18.52,37.84,19065,4.67,3.56,14.27,86.15,12595747840,0,75.9,14178,0,48.71,40.24,38
452,18410,2,116,3/25/2018,Nike Air Force 1 Low By Bishop Gorman,Tech Savy,44.56,44.56,13.37,45.5,638,2.93,56.2,5.59,35.04,15167,0.77,2.27,7.58,64.89,11532592128,96092600,59,13629,0,8.41,16.28,249
453,18460,4,200,3/25/2018,Nike Gripknit Phantom GX Elite FG By You,Tech Savy,44.91,44.91,16.01,43.83,259,1.42,64.6,7.09,65.19,10276,1.1,2.59,7.52,64.71,5986130687,224188647,67,7562,0,8.49,16.88,25
454,18479,2,324,3/25/2018,Nike Air Force 1 Low By You,Tech Savy,44.03,44.03,1.17,43.31,1095,3.23,42.4,32.79,202.43,3868,0.4,6.35,8.79,85.29,3511831552,0,102.7,3641,0,52.14,102.93,5
455,18592,4,204,3/25/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Tech Savy,48.18,48.18,7.96,46.33,624,3.42,54.3,10.53,24.72,27131,1.93,3.14,9.72,51,21830418741,10000000,69.6,25607,12.4,59.8,23.11,127
456,18610,2,244,3/25/2018,Nike Blazer Low '77 By You,Tech Savy,49.19,49.19,4.91,46.46,414,3.86,48.7,4.02,52.14,13525,0.23,3.83,11.02,70.08,9745918901,66270764,71.7,11987,0,19.96,38.47,18
457,18753,1,207,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,49.18,49.18,0.65,48.01,858,4.12,56.3,13.36,11.85,54304,5.91,4.66,3.04,54.84,41579725073,0,88.4,50788,17.62,18.78,82.46,261
458,18756,3,138,11/19/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,45.57,45.57,25.17,43.46,903,2.11,71.9,21.9,34.55,11877,0.09,1.45,0.29,40.05,10502166707,244420800,50,8830,0,12.43,16.39,22
459,18785,2,313,11/19/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,45.22,45.22,3.38,45.66,653,3.98,58.1,16.81,79.3,6551,0.38,2.57,8.77,56.2,6524378557,19349994,67.9,7532,22.27,43.75,21.5,2
460,18860,6,222,7/8/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,48.67,48.67,10.02,47.56,1086,3.01,50,10.99,69.88,7277,0.5,2.3,6.74,93.24,5431738737,2199800,75.3,6404,0,17.11,16.81,8
461,19001,4,310,7/8/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,54.8,54.8,5.78,53.65,461,5.36,18.4,13.75,5.45,333382,19.45,39.48,718.5,99,1.63581E+11,848600000,98.6,302124,4.16,85.7,41.24,9
462,19022,6,319,7/8/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,47.18,47.18,20.34,48.05,739,4.93,62.9,23.12,,18615,0.06,6.29,83.1,91.27,15242650947,148756074,85.9,16130,0,9.44,26.94,1
463,19050,2,237,7/8/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Tech Savy,48.74,48.74,0,48.41,158,4.44,50.1,13.26,35.97,27228,1,2.34,40.4,95.12,23079829377,99892600,83.7,25266,0,22.24,37.48,49
464,19075,1,304,7/8/2018,Converse Custom Chuck Taylor All Star High Top,Tech Savy,48.79,48.79,14.41,47.63,794,3.43,47.1,8,37.95,21953,0.09,2.1,66.73,96.81,17506752631,0,88.1,20779,0,7.75,7.47,11
465,19100,2,241,7/8/2018,Nike Air Max 95 Unlocked By You,Tech Savy,48.01,48.01,11.28,47.3,323,3.08,51.1,24.54,25.6,37885,0.07,2.82,52.84,95.63,35780853760,0,80.3,36248,0,4.47,4.34,11
466,19110,1,205,7/8/2018,Nike Air Huarache By You Valentine's Day,Tech Savy,44.16,44.16,84.44,41.65,1135,3.12,42.5,32.36,32.63,32827,0.19,2.88,80.07,93.34,19727026176,0,87.6,23043,6.19,9.14,35.96,14
467,19130,4,267,7/8/2018,Nike Air Huarache By You,Tech Savy,47.4,47.4,18.96,46.6,837,3.46,56.9,14.8,24.41,43873,0.48,3,83.41,95.21,30721656832,82000000,88.1,33939,0,13.21,19.63,12
468,19137,2,264,7/8/2018,Nike Air Force 1 High Unlocked By You,Tech Savy,43.9,43.9,70.32,42.19,844,3.23,56,30.04,24.62,42784,0.59,3.15,114.7,96.02,30822406144,50677644,97.5,35443,0,8.99,5.77,10
469,19142,2,373,7/8/2018,Nike Air Max 90 By You,Tech Savy,46.45,46.45,84.17,44.19,683,4.78,37.4,10.03,64.14,30944,0.28,34.8,102.46,95.31,16974911488,51032032,94.7,22431,11.14,67.87,68.97,27
470,19212,5,355,7/8/2018,Nike Air Max 90 Unlocked By You,Tech Savy,47.52,47.52,70.55,47.03,905,6.51,33.7,8.4,31.18,26053,0.71,4.44,88.62,95.07,19905796323,22272592,66.5,26243,6.29,24.77,18.31,27
471,19256,2,226,7/8/2018,Nike Air Force 1 High By You,Tech Savy,47.78,47.78,13.55,46.74,1098,4.88,46,5.74,42.86,55064,0.92,3.37,21.06,94.1,40763473920,103060960,84.9,44003,4.35,12.59,20.24,87
472,19290,6,351,7/8/2018,Nike Air Force 1 Mid By You Valentine's Day,Tech Savy,50.11,50.11,21.65,49.51,257,6.47,36.3,18.52,,5432,12.73,3.96,97,96.77,5732149797,213583722,112.7,5585,,,,1
473,19300,1,271,7/8/2018,Nike Pegasus 39 By You,Tech Savy,42.65,42.65,0.02,41.03,603,4.69,20.2,20,,20502,0.1,4.54,211.36,96.95,7044469248,60000000,96.9,11347,0,10.07,40.57,0
474,19318,4,178,7/8/2018,Nike Air Force 1 Low Unlocked By You,Tech Savy,41.38,41.38,84.43,39.42,449,2.39,68.9,22.39,24.78,28363,0.81,6.66,9.83,90.5,0,117395920,94.3,22062,0,3.37,13.31,0
475,19355,2,225,7/8/2018,Nike Air Force 1 Low By You,Tech Savy,48.83,48.83,46,47.28,990,3.6,59,24.64,24.91,30156,0.07,4.51,44.02,88.95,21786136906,98624750,92.8,25858,0,6.4,6.09,2
476,19364,4,194,7/8/2018,Nike Air Force 1 Low By Bishop Gorman,Tech Savy,41.62,41.62,96.12,40.51,792,1.21,46.5,25,39.34,19019,0.37,2.67,75.47,87.07,14272523451,0,88.9,16529,0,5.57,33.49,36
477,19392,2,270,7/8/2018,Nike Gripknit Phantom GX Elite FG By You,Tech Savy,48.89,48.89,32.29,44.9,489,3.75,53.6,10.64,,10912,0.69,3.9,53.75,92.63,10474262669,119990629,96.3,10166,0,18.82,104.88,7
478,19397,6,138,7/8/2018,Nike Air Force 1 Low By You,Tech Savy,47.86,47.86,24.59,45.51,691,3.59,56.7,11.98,22.54,25235,0.09,1.53,51.29,90.06,18706452200,318787950,87.1,17772,4.58,2.17,0,16
479,19418,5,307,7/8/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Tech Savy,38.8,38.8,79.54,35.64,735,1.6,81.2,38.46,38.2,19392,0.45,3.24,5.88,100,9626486864,0,62,10800,0,4.89,9.52,10
480,19450,6,243,7/8/2018,Nike Blazer Low '77 By You,Tech Savy,47.6,47.6,15.27,47.45,1157,3.62,46.6,12.12,53.71,23653,0.06,3.7,36.96,96.63,14842292224,28616046,84.3,15479,0,5.54,10.56,4
481,19455,1,142,7/8/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,50.83,50.83,68.41,50.28,396,5.01,21.6,16.26,24.97,32861,3.46,7.36,155,94.42,14609819882,0,98,24797,0,4.94,9.76,22
482,19473,6,136,7/8/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,45.84,45.84,49,44.85,157,3.16,48.7,23.75,36.44,41057,0.16,2.83,98.22,89.4,24060164096,25436486,97.4,27901,0,3.85,21.81,19
483,19513,3,161,7/8/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,46.29,46.29,94.19,42.58,601,5.63,22,40.82,133.33,10233,0.29,6.04,150.49,98.07,4850023936,0,87.8,6744,0,51.04,51.28,0
484,19517,4,284,7/8/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,43.7,43.7,72.55,41.88,998,2.81,56.3,23.87,41.15,47877,0.1,3.54,29.94,86.98,28796046652,0,101,33760,0,14.1,10.78,28
485,19532,6,288,7/8/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,47.18,47.18,68.92,46.72,365,4.84,44.1,12.69,26.82,38397,0.9,5.63,53.11,87.89,26143111168,23400000,92,31000,0,2.74,37.39,20
486,19533,6,323,7/8/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,47.33,47.33,19.54,46.81,895,2.44,44,40,111.73,9484,0.19,4.47,8.16,36.45,7028002816,34950000,79.7,7538,0,13.55,128.27,0
487,19548,6,338,7/8/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Tech Savy,49.65,49.65,16.12,48.15,604,5.08,30.7,12.57,26.75,42853,2.94,4.45,250.6,94.43,28683311908,140898918,103.2,36496,0,9.15,4.54,1
488,19573,6,180,7/8/2018,Converse Custom Chuck Taylor All Star High Top,Tech Savy,47.23,47.23,97.39,45.47,982,7.4,16.6,18.21,44.15,42799,10.35,16.49,465.21,97.82,21147092992,0,85.7,49213,4.22,24,49.64,0
489,19585,5,273,7/8/2018,Nike Air Max 95 Unlocked By You,Tech Savy,47.33,47.33,75.87,45.74,952,3.62,39.5,10.64,61.39,17992,0.12,2.61,22.98,84.18,13373046716,189028000,87,15458,27.14,72.04,12.66,10
490,19622,6,140,7/8/2018,Nike Air Huarache By You Valentine's Day,Tech Savy,49.62,49.62,6.18,46.63,498,3.22,43.2,16.95,85.76,11817,0.09,3.24,90.9,98.14,9140328044,54497309,76.3,9144,0,29.88,42.12,0
491,19693,3,193,7/8/2018,Nike Air Huarache By You,Tech Savy,45.82,45.82,31.06,44.1,755,5.63,46.4,25.32,86.43,11328,0.12,2.53,29.12,96.52,9951212544,122453100,80.9,8690,,14.23,,16
492,19698,1,199,7/8/2018,Nike Air Force 1 High Unlocked By You,Tech Savy,51.07,51.07,52.48,50.11,943,5.01,23.8,11.56,12.55,115745,9.14,17.22,260.69,96.92,62570300234,369515886,96,104082,16.55,39.98,154.14,15
493,19701,4,118,7/8/2018,Nike Air Max 90 By You,Tech Savy,44.24,44.24,26.17,46.37,549,2.61,66.1,17.54,75.82,5513,0.78,2.46,1.83,91.84,3628722884,129997450,61.8,3428,19.39,,0,41
494,19743,2,149,3/20/2018,Nike Air Max 90 Unlocked By You,Tech Savy,44.27,44.27,79.69,43.31,841,4.22,43.8,26.72,28.67,38987,0.05,4.78,66.99,94.58,26606977272,17500000,77.4,33858,0,12.38,12.13,2
495,19760,4,263,3/20/2018,Nike Air Force 1 High By You,Tech Savy,48.83,48.83,37.3,47.2,391,3.05,32.3,10.87,69.69,14555,0.12,1.65,32.42,95.43,10478488191,0,84.3,9903,0,11.68,33.61,0
496,19780,3,317,3/20/2018,Nike Air Force 1 Mid By You Valentine's Day,Tech Savy,44.67,44.67,79.01,43.27,917,3.2,44.1,10.83,49.26,33316,0.13,3.68,90.04,91.64,16269508608,0,83.5,18352,11.22,5.37,0,34
497,19785,2,368,3/20/2018,Nike Pegasus 39 By You,Tech Savy,46.32,46.32,0.43,44.92,488,3.65,75.5,16.67,130.21,9904,0.16,2.33,77.38,95.62,7098612224,369166110,88.2,6783,0,11.25,43.41,0
498,19807,6,119,3/20/2018,Nike Air Force 1 Low Unlocked By You,Tech Savy,51.63,51.63,1.99,50.45,696,5.66,35.7,16.87,37.94,37168,0.31,4.05,219.93,95.54,26568783731,0,70.4,28892,17.86,55.36,51.36,1
499,19809,3,330,3/20/2018,Nike Air Force 1 Low By You,Tech Savy,41.66,41.66,86.07,39.29,922,1.29,72.4,28.57,30.39,27253,0.14,4.71,13.61,100,0,0,89.5,20263,0,4.6,26.65,0
500,19821,6,118,3/20/2018,Nike Air Force 1 Low By Bishop Gorman,Tech Savy,43.67,43.67,95.04,42.98,823,3.64,45.1,16.78,26.81,37585,0.19,2.46,91.23,97.69,27387693981,0,106.9,31275,7.09,3.39,12.99,47
501,19824,2,321,3/20/2018,Nike Gripknit Phantom GX Elite FG By You,Tech Savy,46.61,46.61,76.12,45.06,719,3.1,55.1,21.81,43.96,26234,0.06,3.61,68.32,88.72,16660506624,0,87.1,19289,0,29.38,28.69,2
502,19845,3,364,3/20/2018,Nike Air Force 1 Low By You,Tech Savy,45.55,45.55,96.26,43.14,822,4.9,22.7,9.39,61.27,21846,0.76,14.12,283.71,98.19,8588577224,1100484947,95.3,13015,0,36.59,149.35,0
503,20001,4,143,3/20/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Tech Savy,53.2,53.2,20.47,51.89,939,4.42,30.5,15.79,19.76,559462,15.35,27.97,132.42,75.08,2.87276E+11,3432180014,87,502520,2.95,70.38,27.87,35
504,20011,2,245,3/20/2018,Nike Blazer Low '77 By You,Tech Savy,49.73,49.73,3.8,48.64,484,4.36,37,8.38,10.33,124553,8.66,18.82,135.83,56.75,70944931840,0,93.4,107664,4.16,47.91,41.45,9
505,20013,2,218,3/20/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,49.46,49.46,16.94,48.32,151,4.23,44.5,36.07,54.24,67879,6.38,10.35,39.03,78.68,44822724608,142458963,86.4,64971,4.03,71.36,31.21,12
506,20032,3,159,3/20/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,47.98,47.98,4.48,46.78,1151,3.69,52.8,13.33,38.12,22105,0.14,4.85,37.92,100,16544139049,29083333,89.3,19111,0,25.97,30.12,0
507,20045,4,300,3/20/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,47.03,47.03,20.15,45.69,629,3.11,48.6,19.23,182.7,24462,0.23,9.89,20.28,45.23,13761092681,36752480,82,17103,0,67.22,28.24,4
508,20060,1,201,3/20/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,48.43,48.43,0.4,46.56,923,4.45,43.8,22.96,41.73,45481,7.06,10.52,78.69,93.35,28105854976,38550000,86.5,43854,5.37,76.58,5.2,5
509,20175,6,349,3/20/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,47.62,47.62,9.21,46.54,213,3.46,52.5,9.55,24.65,38023,1.05,6.82,26.68,94.39,25308088320,22000000,91.7,30566,0,19.62,12.27,0
510,20178,4,337,3/20/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,46.83,46.83,3.59,44.85,834,3.34,41.3,18.79,42.39,31100,2.72,9.35,30.64,86.38,19818860544,1012947369,95.5,27805,0,67.1,102.27,7
511,20228,4,163,3/20/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Tech Savy,48.9,48.9,24.61,47.41,840,4.07,45.8,21.77,37.89,41632,1.8,10.04,45.55,90.52,27376533504,0,94.2,34943,0,20.8,16.76,12
512,20238,3,157,3/20/2018,Converse Custom Chuck Taylor All Star High Top,Tech Savy,48.53,48.53,71.2,48.33,349,4.49,48.2,9.86,30.94,33217,1.84,11.04,33.72,89.06,20066766848,953401819,77.6,29134,0,37.61,7.43,6
513,20250,5,200,3/20/2018,Nike Air Max 95 Unlocked By You,Tech Savy,46.31,46.31,19.92,45.18,443,2.24,40.7,12.33,34.63,42890,1.38,12.19,49.64,100,21111762944,0,92.1,35602,8.76,60.84,51.73,0
514,20295,1,300,3/20/2018,Nike Air Huarache By You Valentine's Day,Tech Savy,47.82,47.82,0.57,44.64,168,4.27,48.6,11.36,63.61,16650,0.23,2.73,46.77,61,9243096226,74462511,103.8,11110,0,24.03,11.24,0
515,20310,1,152,3/20/2018,Nike Air Huarache By You,Tech Savy,51.41,51.41,0.81,50.7,748,4.48,56.6,22.22,,4794,0.42,2.35,63.08,88.18,4234527744,21702366,98.5,3986,29.99,55.57,231.62,0
516,20383,1,230,3/20/2018,Nike Air Force 1 High Unlocked By You,Tech Savy,47.54,47.54,0.78,45.57,303,3.47,44.4,9.85,75.47,19362,0.27,6.61,24.54,55.09,9947859968,19950000,94,12008,0,62.7,76.75,0
517,20400,4,237,3/20/2018,Nike Air Max 90 By You,Tech Savy,48.48,48.48,30.16,46.45,839,2.98,32.6,21.05,41.08,53480,9.44,13.16,71.12,100,22136375296,327140550,106.5,39442,0,22.41,8.66,13
518,20443,1,167,3/20/2018,Nike Air Max 90 Unlocked By You,Tech Savy,51.47,51.47,6.99,51.41,410,2.86,41.2,5.38,,11372,0.4,2.83,78.97,63.41,8171988692,0,99.4,9545,0,13.46,26.35,1
519,20517,1,251,3/20/2018,Nike Air Force 1 High By You,Tech Savy,47.09,47.09,4.11,45.99,221,4.43,46.1,13.33,55.19,20681,2.62,5.5,39.69,76.24,16256830464,39243533,97.4,19825,11.79,5.83,45.54,14
520,20550,3,205,3/20/2018,Nike Air Force 1 Mid By You Valentine's Day,Tech Savy,48.67,48.67,18.02,47.38,292,3.9,51,12.69,48.31,23395,0.93,5.9,53.4,42.49,15269153792,0,94.8,19106,0,38.84,11.05,18
521,20570,3,280,3/20/2018,Nike Pegasus 39 By You,Tech Savy,48.11,48.11,58.19,47.63,938,1.66,74.9,43.91,174.88,30901,0.1,3.24,35.97,22.03,24565143552,29675900,89.2,32060,0,65.68,33.08,13
522,20614,3,132,7/8/2018,Nike Air Force 1 Low Unlocked By You,Tech Savy,50.53,50.53,0.32,49.56,595,2.94,48.3,14.49,,18674,0.17,4.06,30.07,99.63,10926891008,0,76.7,10293,0,21.44,41.48,0
523,20621,4,318,7/8/2018,Nike Air Force 1 Low By You,Tech Savy,49.85,49.85,4.93,47.48,903,2.61,41.7,21.65,76.69,31069,4.24,6.04,23,78.29,15967416320,10400000,98.9,22711,0,39.32,17.09,1
524,20710,6,222,7/8/2018,Nike Air Force 1 Low By Bishop Gorman,Tech Savy,53.56,53.56,2.84,54.77,955,4.37,31.9,16.06,39.98,29868,3.38,8.58,52.58,92.16,13440544768,70169045,89.4,29845,8.04,23.88,15.77,1
525,20750,6,327,7/8/2018,Nike Gripknit Phantom GX Elite FG By You,Tech Savy,48.55,48.55,6.53,45.14,162,3.68,40.7,15.43,69.93,21484,0.24,6.23,34.99,83.96,13748678656,0,91,16556,0,22.52,14.7,0
526,20770,1,242,7/8/2018,Nike Air Force 1 Low By You,Tech Savy,51.23,51.23,2.01,49.99,618,2.91,41.7,7.73,48.19,30194,1.6,11.91,35.4,93.66,14436226048,665265430,99.8,21789,0,21.45,52.46,4
527,20787,1,322,7/8/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Tech Savy,46.03,46.03,61.79,43.2,1080,3.67,47.5,12,69.06,16991,0.09,4.66,33.19,99.37,11675686912,0,102.6,12245,14.77,7.23,14.15,0
528,23001,5,174,7/8/2018,Nike Blazer Low '77 By You,Tech Savy,53.85,53.85,4.12,52.18,819,5.09,27.1,23.65,2.5,516217,12.54,28.27,169.64,98.54,3.31003E+11,26302428,85.1,503659,1.74,56.74,42.81,2
529,23068,6,332,7/8/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,45.87,45.87,28.67,43.53,313,4.12,62.4,20.56,15.86,48255,3.04,3.59,25.02,4.43,37790629111,0,88.6,41047,4,3.83,7.36,0
530,23079,1,297,7/8/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,46.06,46.06,10.85,44.64,673,4.37,58,28.88,39.46,21909,1.2,4.24,25.87,98.89,14710870544,0,99.4,17797,0,9.13,17.52,0
531,23090,5,189,7/8/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,46.91,46.91,0.57,44.79,625,3.57,68.2,8.4,40.27,15766,0.41,2.27,40.02,99.97,13970048000,0,72.6,17011,9.73,31.77,17,0
532,23162,6,316,7/8/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,50.19,50.19,8.17,47,662,4.04,34.4,20.85,12.41,110723,7.87,7.13,416.25,100,64155981330,0,98.3,95253,4.22,42.25,55.64,0
533,23168,3,301,7/8/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,45.72,45.72,75.17,43.4,769,2.37,57.8,8,64.43,18287,0.14,1.9,54.59,85.24,12160066560,0,70.6,12806,0,39.56,12.78,0
534,23182,1,134,7/8/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,50.52,50.52,43.48,51.17,616,4.41,45.3,23.01,22.96,49733,5.76,2.94,79.7,88.77,25272740363,0,80.1,41765,,20.47,,0
535,23189,1,319,7/8/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Tech Savy,48.87,48.87,10.44,47.91,1187,5.21,52.3,10.91,14.9,61812,3.15,3.53,95.98,91.29,46778916864,0,94.7,55450,0,39.71,3,3
536,23300,5,206,7/8/2018,Converse Custom Chuck Taylor All Star High Top,Tech Savy,47.18,47.18,29.53,44.02,970,3.21,39.7,17.09,75.76,19970,2.33,2.25,252.78,97.36,14868978183,0,100,16187,0,19.37,63.72,0
537,23350,5,183,7/8/2018,Nike Air Max 95 Unlocked By You,Tech Savy,49.93,49.93,21.81,48.75,733,3.72,52.6,17.96,56.75,15543,4.2,2.82,58,91.57,9383356838,0,88.3,11490,0,6.46,66.16,0
538,23417,1,128,7/8/2018,Nike Air Huarache By You Valentine's Day,Tech Savy,47.77,47.77,21.45,46.36,1046,5.38,41.1,16.02,16.7,117924,4.84,6.73,132.5,99.82,90172257919,0,87.5,112124,0,28.56,33.59,0
539,23419,4,256,7/8/2018,Nike Air Huarache By You,Tech Savy,46.21,46.21,28.31,43.18,959,2.99,60.5,25.32,27.36,19730,1.26,2.11,45.88,93.11,13261110272,106000000,56.8,15202,8.46,16.35,7.9,0
540,23464,1,136,7/8/2018,Nike Air Force 1 High Unlocked By You,Tech Savy,47.35,47.35,57.87,45.63,700,3.87,42.1,8.66,64.94,20550,1.97,3.86,135.2,93.75,13697346560,46779364,93.6,14949,0,20.05,53.4,0
